path,participant_id,sequence_id,sign
parquets/1041010002.parquet,10,1041010002,perfume
parquets/1089007015.parquet,7,1089007015,l
parquets/1108008010.parquet,8,1108008010,certificado
parquets/1036003003.parquet,3,1036003003,música
parquets/1012002005.parquet,2,1012002005,hombre
parquets/1033008003.parquet,8,1033008003,hambre
parquets/1055002003.parquet,2,1055002003,atrapar
parquets/1042007005.parquet,7,1042007005,sordo
parquets/1031005001.parquet,5,1031005001,desayuno
parquets/1032006001.parquet,6,1032006001,foto
parquets/1116007003.parquet,7,1116007003,DNI
parquets/1043004003.parquet,4,1043004003,trampa
parquets/1002006003.parquet,6,1002006003,rojo
parquets/1121008003.parquet,8,1121008003,sordo
parquets/1079007002.parquet,7,1079007002,b
parquets/1039005004.parquet,5,1039005004,nombre
parquets/1014010001.parquet,10,1014010001,cajón
parquets/1084007010.parquet,7,1084007010,g
parquets/1050003005.parquet,3,1050003005,aceptar
parquets/1106007006.parquet,7,1106007006,ch
parquets/1125007009.parquet,7,1125007009,pregunta
parquets/1104007012.parquet,7,1104007012,y
parquets/1088007007.parquet,7,1088007007,k
parquets/1005002004.parquet,2,1005002004,brillante
parquets/1024009004.parquet,9,1024009004,argentina
parquets/1012007005.parquet,7,1012007005,hombre
parquets/1055008001.parquet,8,1055008001,atrapar
parquets/1027007003.parquet,7,1027007003,apellido
parquets/1070007013.parquet,7,1070007013,invierno
parquets/1055003002.parquet,3,1055003002,atrapar
parquets/1001003004.parquet,3,1001003004,opaco
parquets/1051004001.parquet,4,1051004001,gracias
parquets/1108007019.parquet,7,1108007019,certificado
parquets/1021008002.parquet,8,1021008002,leche
parquets/1070008002.parquet,8,1070008002,invierno
parquets/1070007010.parquet,7,1070007010,invierno
parquets/1028010003.parquet,10,1028010003,donde
parquets/1009001002.parquet,1,1009001002,mujeres
parquets/1030005005.parquet,5,1030005005,cumpleaños
parquets/1057006003.parquet,6,1057006003,nailar
parquets/1030006005.parquet,6,1030006005,cumpleaños
parquets/1071008004.parquet,8,1071008004,verano
parquets/1092007003.parquet,7,1092007003,n
parquets/1001010003.parquet,10,1001010003,opaco
parquets/1061005002.parquet,5,1061005002,correr
parquets/1056008005.parquet,8,1056008005,ayuda
parquets/1010005005.parquet,5,1010005005,enemigo
parquets/1070008015.parquet,8,1070008015,invierno
parquets/1041006004.parquet,6,1041006004,perfume
parquets/1044003005.parquet,3,1044003005,arroz
parquets/1003008005.parquet,8,1003008005,verde
parquets/1026009002.parquet,9,1026009002,país
parquets/1123008011.parquet,8,1123008011,yo
parquets/1025006005.parquet,6,1025006005,uruguay
parquets/1017003001.parquet,3,1017003001,llamar
parquets/1012004002.parquet,4,1012004002,hombre
parquets/1002002003.parquet,2,1002002003,rojo
parquets/1011006001.parquet,6,1011006001,hijo
parquets/1048009001.parquet,9,1048009001,fideos
parquets/1012001001.parquet,1,1012001001,hombre
parquets/1048009003.parquet,9,1048009003,fideos
parquets/1059003004.parquet,3,1059003004,comprar
parquets/1009008003.parquet,8,1009008003,mujeres
parquets/1067008006.parquet,8,1067008006,ingeniería
parquets/1031007005.parquet,7,1031007005,desayuno
parquets/1120008007.parquet,8,1120008007,¿Dónde?
parquets/1060008005.parquet,8,1060008005,copiar
parquets/1006010003.parquet,10,1006010003,celeste
parquets/1036005005.parquet,5,1036005005,música
parquets/1121008013.parquet,8,1121008013,sordo
parquets/1062001003.parquet,1,1062001003,darse cuenta
parquets/1042003001.parquet,3,1042003001,sordo
parquets/1023004001.parquet,4,1023004001,comida
parquets/1006001001.parquet,1,1006001001,celeste
parquets/1048005002.parquet,5,1048005002,fideos
parquets/1117008020.parquet,8,1117008020,¿Cómo?
parquets/1040003005.parquet,3,1040003005,paciencia
parquets/1124007012.parquet,7,1124007012,duda
parquets/1047008001.parquet,8,1047008001,chicle
parquets/1065008005.parquet,8,1065008005,estudiar
parquets/1008008005.parquet,8,1008008005,rosa
parquets/1072007019.parquet,7,1072007019,otoño
parquets/1068008009.parquet,8,1068008009,biblioteca
parquets/1038003004.parquet,3,1038003004,nada
parquets/1115008009.parquet,8,1115008009,repetí
parquets/1062009005.parquet,9,1062009005,darse cuenta
parquets/1031001001.parquet,1,1031001001,desayuno
parquets/1039010005.parquet,10,1039010005,nombre
parquets/1015004002.parquet,4,1015004002,nacer
parquets/1071008009.parquet,8,1071008009,verano
parquets/1003002005.parquet,2,1003002005,verde
parquets/1053002004.parquet,2,1053002004,aparecer
parquets/1030006003.parquet,6,1030006003,cumpleaños
parquets/1036001002.parquet,1,1036001002,música
parquets/1074007004.parquet,7,1074007004,trabajar
parquets/1119008008.parquet,8,1119008008,¿Cuándo?
parquets/1061007004.parquet,7,1061007004,correr
parquets/1064003003.parquet,3,1064003003,encontrar
parquets/1111007003.parquet,7,1111007003,información
parquets/1119007020.parquet,7,1119007020,¿Cuándo?
parquets/1034010001.parquet,10,1034010001,mapa
parquets/1042004001.parquet,4,1042004001,sordo
parquets/1057010002.parquet,10,1057010002,nailar
parquets/1016008002.parquet,8,1016008002,aprender
parquets/1013005005.parquet,5,1013005005,lejos
parquets/1003004004.parquet,4,1003004004,verde
parquets/1112007006.parquet,7,1112007006,intérprete
parquets/1037004004.parquet,4,1037004004,nave
parquets/1016008004.parquet,8,1016008004,aprender
parquets/1043009003.parquet,9,1043009003,trampa
parquets/1038002003.parquet,2,1038002003,nada
parquets/1010004004.parquet,4,1010004004,enemigo
parquets/1014010005.parquet,10,1014010005,cajón
parquets/1022001004.parquet,1,1022001004,agua
parquets/1016007001.parquet,7,1016007001,aprender
parquets/1022005005.parquet,5,1022005005,agua
parquets/1107007004.parquet,7,1107007004,profesor
parquets/1109007018.parquet,7,1109007018,firma
parquets/1060003001.parquet,3,1060003001,copiar
parquets/1050001004.parquet,1,1050001004,aceptar
parquets/1086007020.parquet,7,1086007020,i
parquets/1064009004.parquet,9,1064009004,encontrar
parquets/1013008005.parquet,8,1013008005,lejos
parquets/1005010005.parquet,10,1005010005,brillante
parquets/1065007001.parquet,7,1065007001,estudiar
parquets/1118008007.parquet,8,1118008007,¿Quien?
parquets/1056003005.parquet,3,1056003005,ayuda
parquets/1007003003.parquet,3,1007003003,colores
parquets/1022002001.parquet,2,1022002001,agua
parquets/1062010004.parquet,10,1062010004,darse cuenta
parquets/1099007008.parquet,7,1099007008,t
parquets/1090007011.parquet,7,1090007011,ll
parquets/1053002003.parquet,2,1053002003,aparecer
parquets/1001006005.parquet,6,1001006005,opaco
parquets/1006007001.parquet,7,1006007001,celeste
parquets/1033003001.parquet,3,1033003001,hambre
parquets/1071007013.parquet,7,1071007013,verano
parquets/1047005002.parquet,5,1047005002,chicle
parquets/1032006003.parquet,6,1032006003,foto
parquets/1065008008.parquet,8,1065008008,estudiar
parquets/1120007012.parquet,7,1120007012,¿Dónde?
parquets/1101007019.parquet,7,1101007019,v
parquets/1028006001.parquet,6,1028006001,donde
parquets/1107008002.parquet,8,1107008002,profesor
parquets/1001001005.parquet,1,1001001005,opaco
parquets/1039005005.parquet,5,1039005005,nombre
parquets/1019007005.parquet,7,1019007005,amargo
parquets/1027001005.parquet,1,1027001005,apellido
parquets/1009010005.parquet,10,1009010005,mujeres
parquets/1060005002.parquet,5,1060005002,copiar
parquets/1023007003.parquet,7,1023007003,comida
parquets/1050003002.parquet,3,1050003002,aceptar
parquets/1061005005.parquet,5,1061005005,correr
parquets/1046004001.parquet,4,1046004001,caramelo
parquets/1005005001.parquet,5,1005005001,brillante
parquets/1064009002.parquet,9,1064009002,encontrar
parquets/1059003003.parquet,3,1059003003,comprar
parquets/1056002003.parquet,2,1056002003,ayuda
parquets/1057008004.parquet,8,1057008004,nailar
parquets/1119008020.parquet,8,1119008020,¿Cuándo?
parquets/1112007017.parquet,7,1112007017,intérprete
parquets/1070008020.parquet,8,1070008020,invierno
parquets/1044001004.parquet,1,1044001004,arroz
parquets/1019006005.parquet,6,1019006005,amargo
parquets/1023005004.parquet,5,1023005004,comida
parquets/1009006003.parquet,6,1009006003,mujeres
parquets/1027010001.parquet,10,1027010001,apellido
parquets/1012004003.parquet,4,1012004003,hombre
parquets/1092007014.parquet,7,1092007014,n
parquets/1045001002.parquet,1,1045001002,asado
parquets/1036002005.parquet,2,1036002005,música
parquets/1105007015.parquet,7,1105007015,z
parquets/1096007018.parquet,7,1096007018,q
parquets/1110008016.parquet,8,1110008016,inscripción
parquets/1065008014.parquet,8,1065008014,estudiar
parquets/1049009004.parquet,9,1049009004,yogurt
parquets/1052003002.parquet,3,1052003002,apagar
parquets/1024002002.parquet,2,1024002002,argentina
parquets/1110008010.parquet,8,1110008010,inscripción
parquets/1028004003.parquet,4,1028004003,donde
parquets/1046005001.parquet,5,1046005001,caramelo
parquets/1126007017.parquet,7,1126007017,Córdoba
parquets/1055004002.parquet,4,1055004002,atrapar
parquets/1124007003.parquet,7,1124007003,duda
parquets/1096007004.parquet,7,1096007004,q
parquets/1019010003.parquet,10,1019010003,amargo
parquets/1054008005.parquet,8,1054008005,aterrizar
parquets/1010007002.parquet,7,1010007002,enemigo
parquets/1042006001.parquet,6,1042006001,sordo
parquets/1003005001.parquet,5,1003005001,verde
parquets/1030004004.parquet,4,1030004004,cumpleaños
parquets/1051008004.parquet,8,1051008004,gracias
parquets/1043009005.parquet,9,1043009005,trampa
parquets/1076008010.parquet,8,1076008010,universidad
parquets/1039007005.parquet,7,1039007005,nombre
parquets/1023010002.parquet,10,1023010002,comida
parquets/1015008001.parquet,8,1015008001,nacer
parquets/1041006005.parquet,6,1041006005,perfume
parquets/1062008004.parquet,8,1062008004,darse cuenta
parquets/1021009005.parquet,9,1021009005,leche
parquets/1081007015.parquet,7,1081007015,d
parquets/1034004005.parquet,4,1034004005,mapa
parquets/1030008005.parquet,8,1030008005,cumpleaños
parquets/1005007001.parquet,7,1005007001,brillante
parquets/1117007010.parquet,7,1117007010,¿Cómo?
parquets/1050005004.parquet,5,1050005004,aceptar
parquets/1041007005.parquet,7,1041007005,perfume
parquets/1079007017.parquet,7,1079007017,b
parquets/1077008019.parquet,8,1077008019,facultad
parquets/1076008011.parquet,8,1076008011,universidad
parquets/1073007012.parquet,7,1073007012,primavera
parquets/1071008007.parquet,8,1071008007,verano
parquets/1001002003.parquet,2,1001002003,opaco
parquets/1101007001.parquet,7,1101007001,v
parquets/1066008010.parquet,8,1066008010,exámen
parquets/1030008002.parquet,8,1030008002,cumpleaños
parquets/1055003003.parquet,3,1055003003,atrapar
parquets/1007010001.parquet,10,1007010001,colores
parquets/1114007017.parquet,7,1114007017,¿Hay?/¿Tiene?
parquets/1036002001.parquet,2,1036002001,música
parquets/1109008015.parquet,8,1109008015,firma
parquets/1045010004.parquet,10,1045010004,asado
parquets/1118008017.parquet,8,1118008017,¿Quien?
parquets/1028008004.parquet,8,1028008004,donde
parquets/1092007004.parquet,7,1092007004,n
parquets/1098007017.parquet,7,1098007017,s
parquets/1037001002.parquet,1,1037001002,nave
parquets/1070008009.parquet,8,1070008009,invierno
parquets/1055007003.parquet,7,1055007003,atrapar
parquets/1041005001.parquet,5,1041005001,perfume
parquets/1042007001.parquet,7,1042007001,sordo
parquets/1036001003.parquet,1,1036001003,música
parquets/1107007006.parquet,7,1107007006,profesor
parquets/1071008015.parquet,8,1071008015,verano
parquets/1007001002.parquet,1,1007001002,colores
parquets/1066007020.parquet,7,1066007020,exámen
parquets/1088007014.parquet,7,1088007014,k
parquets/1109007010.parquet,7,1109007010,firma
parquets/1056002002.parquet,2,1056002002,ayuda
parquets/1020001005.parquet,1,1020001005,dulce de leche
parquets/1125007005.parquet,7,1125007005,pregunta
parquets/1106007008.parquet,7,1106007008,ch
parquets/1045004005.parquet,4,1045004005,asado
parquets/1126008003.parquet,8,1126008003,Córdoba
parquets/1051007001.parquet,7,1051007001,gracias
parquets/1020002001.parquet,2,1020002001,dulce de leche
parquets/1024001003.parquet,1,1024001003,argentina
parquets/1020004005.parquet,4,1020004005,dulce de leche
parquets/1037001003.parquet,1,1037001003,nave
parquets/1010003002.parquet,3,1010003002,enemigo
parquets/1038007004.parquet,7,1038007004,nada
parquets/1001001004.parquet,1,1001001004,opaco
parquets/1007005005.parquet,5,1007005005,colores
parquets/1007010005.parquet,10,1007010005,colores
parquets/1074007012.parquet,7,1074007012,trabajar
parquets/1012006001.parquet,6,1012006001,hombre
parquets/1010006005.parquet,6,1010006005,enemigo
parquets/1021007003.parquet,7,1021007003,leche
parquets/1081007014.parquet,7,1081007014,d
parquets/1051003002.parquet,3,1051003002,gracias
parquets/1111008006.parquet,8,1111008006,información
parquets/1021005002.parquet,5,1021005002,leche
parquets/1012005003.parquet,5,1012005003,hombre
parquets/1044002003.parquet,2,1044002003,arroz
parquets/1040005002.parquet,5,1040005002,paciencia
parquets/1082007006.parquet,7,1082007006,e
parquets/1064006005.parquet,6,1064006005,encontrar
parquets/1042010004.parquet,10,1042010004,sordo
parquets/1067008010.parquet,8,1067008010,ingeniería
parquets/1065007009.parquet,7,1065007009,estudiar
parquets/1019002003.parquet,2,1019002003,amargo
parquets/1053010004.parquet,10,1053010004,aparecer
parquets/1016007004.parquet,7,1016007004,aprender
parquets/1112008006.parquet,8,1112008006,intérprete
parquets/1115007006.parquet,7,1115007006,repetí
parquets/1103007011.parquet,7,1103007011,x
parquets/1104007015.parquet,7,1104007015,y
parquets/1114008003.parquet,8,1114008003,¿Hay?/¿Tiene?
parquets/1036007003.parquet,7,1036007003,música
parquets/1110007010.parquet,7,1110007010,inscripción
parquets/1007009005.parquet,9,1007009005,colores
parquets/1117007002.parquet,7,1117007002,¿Cómo?
parquets/1098007020.parquet,7,1098007020,s
parquets/1120008015.parquet,8,1120008015,¿Dónde?
parquets/1052005004.parquet,5,1052005004,apagar
parquets/1069007012.parquet,7,1069007012,deporte
parquets/1045006003.parquet,6,1045006003,asado
parquets/1116008005.parquet,8,1116008005,DNI
parquets/1019003001.parquet,3,1019003001,amargo
parquets/1095007012.parquet,7,1095007012,p
parquets/1075008002.parquet,8,1075008002,ingreso
parquets/1103007017.parquet,7,1103007017,x
parquets/1092007020.parquet,7,1092007020,n
parquets/1036010005.parquet,10,1036010005,música
parquets/1050002003.parquet,2,1050002003,aceptar
parquets/1050007002.parquet,7,1050007002,aceptar
parquets/1021007001.parquet,7,1021007001,leche
parquets/1016006004.parquet,6,1016006004,aprender
parquets/1059009002.parquet,9,1059009002,comprar
parquets/1069008004.parquet,8,1069008004,deporte
parquets/1093007018.parquet,7,1093007018,ñ
parquets/1109008004.parquet,8,1109008004,firma
parquets/1090007013.parquet,7,1090007013,ll
parquets/1024002003.parquet,2,1024002003,argentina
parquets/1126007018.parquet,7,1126007018,Córdoba
parquets/1053010001.parquet,10,1053010001,aparecer
parquets/1048002005.parquet,2,1048002005,fideos
parquets/1024003004.parquet,3,1024003004,argentina
parquets/1004008003.parquet,8,1004008003,amarillo
parquets/1099007003.parquet,7,1099007003,t
parquets/1047009001.parquet,9,1047009001,chicle
parquets/1123008006.parquet,8,1123008006,yo
parquets/1041004002.parquet,4,1041004002,perfume
parquets/1067008015.parquet,8,1067008015,ingeniería
parquets/1038009005.parquet,9,1038009005,nada
parquets/1062006004.parquet,6,1062006004,darse cuenta
parquets/1004003003.parquet,3,1004003003,amarillo
parquets/1018002002.parquet,2,1018002002,espumadora
parquets/1001002001.parquet,2,1001002001,opaco
parquets/1008003002.parquet,3,1008003002,rosa
parquets/1125008003.parquet,8,1125008003,pregunta
parquets/1007006002.parquet,6,1007006002,colores
parquets/1111008016.parquet,8,1111008016,información
parquets/1059005005.parquet,5,1059005005,comprar
parquets/1034002001.parquet,2,1034002001,mapa
parquets/1059004005.parquet,4,1059004005,comprar
parquets/1062003001.parquet,3,1062003001,darse cuenta
parquets/1121007011.parquet,7,1121007011,sordo
parquets/1037005005.parquet,5,1037005005,nave
parquets/1036006002.parquet,6,1036006002,música
parquets/1008005005.parquet,5,1008005005,rosa
parquets/1114007019.parquet,7,1114007019,¿Hay?/¿Tiene?
parquets/1058007001.parquet,7,1058007001,bañarse
parquets/1025010003.parquet,10,1025010003,uruguay
parquets/1108007015.parquet,7,1108007015,certificado
parquets/1101007013.parquet,7,1101007013,v
parquets/1034007002.parquet,7,1034007002,mapa
parquets/1043005002.parquet,5,1043005002,trampa
parquets/1104007014.parquet,7,1104007014,y
parquets/1061002003.parquet,2,1061002003,correr
parquets/1030007004.parquet,7,1030007004,cumpleaños
parquets/1072008005.parquet,8,1072008005,otoño
parquets/1124007014.parquet,7,1124007014,duda
parquets/1068008010.parquet,8,1068008010,biblioteca
parquets/1028009005.parquet,9,1028009005,donde
parquets/1031006005.parquet,6,1031006005,desayuno
parquets/1087007014.parquet,7,1087007014,j
parquets/1019004001.parquet,4,1019004001,amargo
parquets/1013005002.parquet,5,1013005002,lejos
parquets/1101007014.parquet,7,1101007014,v
parquets/1057006005.parquet,6,1057006005,nailar
parquets/1105007011.parquet,7,1105007011,z
parquets/1038010005.parquet,10,1038010005,nada
parquets/1051005004.parquet,5,1051005004,gracias
parquets/1028002004.parquet,2,1028002004,donde
parquets/1076008015.parquet,8,1076008015,universidad
parquets/1007007005.parquet,7,1007007005,colores
parquets/1111008003.parquet,8,1111008003,información
parquets/1006009005.parquet,9,1006009005,celeste
parquets/1015006001.parquet,6,1015006001,nacer
parquets/1005006001.parquet,6,1005006001,brillante
parquets/1068007002.parquet,7,1068007002,biblioteca
parquets/1118008008.parquet,8,1118008008,¿Quien?
parquets/1101007002.parquet,7,1101007002,v
parquets/1026004003.parquet,4,1026004003,país
parquets/1004007002.parquet,7,1004007002,amarillo
parquets/1026007004.parquet,7,1026007004,país
parquets/1062001001.parquet,1,1062001001,darse cuenta
parquets/1021001005.parquet,1,1021001005,leche
parquets/1085007013.parquet,7,1085007013,h
parquets/1085007012.parquet,7,1085007012,h
parquets/1057010004.parquet,10,1057010004,nailar
parquets/1055004003.parquet,4,1055004003,atrapar
parquets/1015003005.parquet,3,1015003005,nacer
parquets/1056006005.parquet,6,1056006005,ayuda
parquets/1122008009.parquet,8,1122008009,biología
parquets/1115008019.parquet,8,1115008019,repetí
parquets/1080007013.parquet,7,1080007013,c
parquets/1077008012.parquet,8,1077008012,facultad
parquets/1112008018.parquet,8,1112008018,intérprete
parquets/1073008006.parquet,8,1073008006,primavera
parquets/1032008001.parquet,8,1032008001,foto
parquets/1074008010.parquet,8,1074008010,trabajar
parquets/1072008013.parquet,8,1072008013,otoño
parquets/1056008002.parquet,8,1056008002,ayuda
parquets/1121008018.parquet,8,1121008018,sordo
parquets/1048002002.parquet,2,1048002002,fideos
parquets/1023001002.parquet,1,1023001002,comida
parquets/1029006003.parquet,6,1029006003,burla
parquets/1071007017.parquet,7,1071007017,verano
parquets/1033003002.parquet,3,1033003002,hambre
parquets/1017004005.parquet,4,1017004005,llamar
parquets/1045008003.parquet,8,1045008003,asado
parquets/1068007012.parquet,7,1068007012,biblioteca
parquets/1004001002.parquet,1,1004001002,amarillo
parquets/1065007018.parquet,7,1065007018,estudiar
parquets/1028010005.parquet,10,1028010005,donde
parquets/1109008002.parquet,8,1109008002,firma
parquets/1008009005.parquet,9,1008009005,rosa
parquets/1049010002.parquet,10,1049010002,yogurt
parquets/1029002005.parquet,2,1029002005,burla
parquets/1050007003.parquet,7,1050007003,aceptar
parquets/1126008019.parquet,8,1126008019,Córdoba
parquets/1053004004.parquet,4,1053004004,aparecer
parquets/1020006002.parquet,6,1020006002,dulce de leche
parquets/1010009001.parquet,9,1010009001,enemigo
parquets/1089007008.parquet,7,1089007008,l
parquets/1063002005.parquet,2,1063002005,dar
parquets/1047006001.parquet,6,1047006001,chicle
parquets/1027006001.parquet,6,1027006001,apellido
parquets/1050010003.parquet,10,1050010003,aceptar
parquets/1064008001.parquet,8,1064008001,encontrar
parquets/1125008008.parquet,8,1125008008,pregunta
parquets/1011010004.parquet,10,1011010004,hijo
parquets/1113008003.parquet,8,1113008003,lengua de señas
parquets/1023006003.parquet,6,1023006003,comida
parquets/1038001005.parquet,1,1038001005,nada
parquets/1063010005.parquet,10,1063010005,dar
parquets/1112007004.parquet,7,1112007004,intérprete
parquets/1062009001.parquet,9,1062009001,darse cuenta
parquets/1063002001.parquet,2,1063002001,dar
parquets/1041007003.parquet,7,1041007003,perfume
parquets/1067008009.parquet,8,1067008009,ingeniería
parquets/1045003004.parquet,3,1045003004,asado
parquets/1048004003.parquet,4,1048004003,fideos
parquets/1068008014.parquet,8,1068008014,biblioteca
parquets/1005001003.parquet,1,1005001003,brillante
parquets/1100007011.parquet,7,1100007011,u
parquets/1025003001.parquet,3,1025003001,uruguay
parquets/1074008002.parquet,8,1074008002,trabajar
parquets/1037002005.parquet,2,1037002005,nave
parquets/1003010004.parquet,10,1003010004,verde
parquets/1062003003.parquet,3,1062003003,darse cuenta
parquets/1075007005.parquet,7,1075007005,ingreso
parquets/1002010005.parquet,10,1002010005,rojo
parquets/1059008001.parquet,8,1059008001,comprar
parquets/1045002002.parquet,2,1045002002,asado
parquets/1071007020.parquet,7,1071007020,verano
parquets/1019009002.parquet,9,1019009002,amargo
parquets/1007006003.parquet,6,1007006003,colores
parquets/1043004001.parquet,4,1043004001,trampa
parquets/1118008009.parquet,8,1118008009,¿Quien?
parquets/1056001004.parquet,1,1056001004,ayuda
parquets/1061002002.parquet,2,1061002002,correr
parquets/1040007004.parquet,7,1040007004,paciencia
parquets/1121008012.parquet,8,1121008012,sordo
parquets/1016001001.parquet,1,1016001001,aprender
parquets/1100007010.parquet,7,1100007010,u
parquets/1016009003.parquet,9,1016009003,aprender
parquets/1063004001.parquet,4,1063004001,dar
parquets/1042003002.parquet,3,1042003002,sordo
parquets/1030010002.parquet,10,1030010002,cumpleaños
parquets/1102007013.parquet,7,1102007013,w
parquets/1120008014.parquet,8,1120008014,¿Dónde?
parquets/1043010004.parquet,10,1043010004,trampa
parquets/1065007006.parquet,7,1065007006,estudiar
parquets/1031002002.parquet,2,1031002002,desayuno
parquets/1007004005.parquet,4,1007004005,colores
parquets/1064005003.parquet,5,1064005003,encontrar
parquets/1012003002.parquet,3,1012003002,hombre
parquets/1066007004.parquet,7,1066007004,exámen
parquets/1121007005.parquet,7,1121007005,sordo
parquets/1012005002.parquet,5,1012005002,hombre
parquets/1003002002.parquet,2,1003002002,verde
parquets/1018010001.parquet,10,1018010001,espumadora
parquets/1020010003.parquet,10,1020010003,dulce de leche
parquets/1062004003.parquet,4,1062004003,darse cuenta
parquets/1049001004.parquet,1,1049001004,yogurt
parquets/1052004001.parquet,4,1052004001,apagar
parquets/1061003003.parquet,3,1061003003,correr
parquets/1066008020.parquet,8,1066008020,exámen
parquets/1093007017.parquet,7,1093007017,ñ
parquets/1003010001.parquet,10,1003010001,verde
parquets/1124008009.parquet,8,1124008009,duda
parquets/1052009001.parquet,9,1052009001,apagar
parquets/1107008015.parquet,8,1107008015,profesor
parquets/1068008007.parquet,8,1068008007,biblioteca
parquets/1096007014.parquet,7,1096007014,q
parquets/1007004002.parquet,4,1007004002,colores
parquets/1037009003.parquet,9,1037009003,nave
parquets/1125007014.parquet,7,1125007014,pregunta
parquets/1002002001.parquet,2,1002002001,rojo
parquets/1002004004.parquet,4,1002004004,rojo
parquets/1063005001.parquet,5,1063005001,dar
parquets/1001005005.parquet,5,1001005005,opaco
parquets/1076007010.parquet,7,1076007010,universidad
parquets/1031007004.parquet,7,1031007004,desayuno
parquets/1026001003.parquet,1,1026001003,país
parquets/1013010005.parquet,10,1013010005,lejos
parquets/1028007003.parquet,7,1028007003,donde
parquets/1052006005.parquet,6,1052006005,apagar
parquets/1038010001.parquet,10,1038010001,nada
parquets/1009005001.parquet,5,1009005001,mujeres
parquets/1023010004.parquet,10,1023010004,comida
parquets/1082007020.parquet,7,1082007020,e
parquets/1002010003.parquet,10,1002010003,rojo
parquets/1028004002.parquet,4,1028004002,donde
parquets/1076008002.parquet,8,1076008002,universidad
parquets/1111008001.parquet,8,1111008001,información
parquets/1101007005.parquet,7,1101007005,v
parquets/1056005002.parquet,5,1056005002,ayuda
parquets/1050010004.parquet,10,1050010004,aceptar
parquets/1058010005.parquet,10,1058010005,bañarse
parquets/1009007004.parquet,7,1009007004,mujeres
parquets/1023010001.parquet,10,1023010001,comida
parquets/1011004001.parquet,4,1011004001,hijo
parquets/1115008004.parquet,8,1115008004,repetí
parquets/1086007015.parquet,7,1086007015,i
parquets/1017009004.parquet,9,1017009004,llamar
parquets/1041001003.parquet,1,1041001003,perfume
parquets/1047007002.parquet,7,1047007002,chicle
parquets/1118008004.parquet,8,1118008004,¿Quien?
parquets/1065008007.parquet,8,1065008007,estudiar
parquets/1040007003.parquet,7,1040007003,paciencia
parquets/1014003004.parquet,3,1014003004,cajón
parquets/1042002004.parquet,2,1042002004,sordo
parquets/1030004005.parquet,4,1030004005,cumpleaños
parquets/1024006004.parquet,6,1024006004,argentina
parquets/1036006005.parquet,6,1036006005,música
parquets/1015002005.parquet,2,1015002005,nacer
parquets/1073007005.parquet,7,1073007005,primavera
parquets/1016005005.parquet,5,1016005005,aprender
parquets/1115007014.parquet,7,1115007014,repetí
parquets/1023005005.parquet,5,1023005005,comida
parquets/1067007011.parquet,7,1067007011,ingeniería
parquets/1095007015.parquet,7,1095007015,p
parquets/1067007018.parquet,7,1067007018,ingeniería
parquets/1099007010.parquet,7,1099007010,t
parquets/1002002005.parquet,2,1002002005,rojo
parquets/1090007016.parquet,7,1090007016,ll
parquets/1062008005.parquet,8,1062008005,darse cuenta
parquets/1044009001.parquet,9,1044009001,arroz
parquets/1051005003.parquet,5,1051005003,gracias
parquets/1125008005.parquet,8,1125008005,pregunta
parquets/1050002002.parquet,2,1050002002,aceptar
parquets/1115007013.parquet,7,1115007013,repetí
parquets/1011009002.parquet,9,1011009002,hijo
parquets/1055001004.parquet,1,1055001004,atrapar
parquets/1115008014.parquet,8,1115008014,repetí
parquets/1066008007.parquet,8,1066008007,exámen
parquets/1007001005.parquet,1,1007001005,colores
parquets/1125007003.parquet,7,1125007003,pregunta
parquets/1007004001.parquet,4,1007004001,colores
parquets/1053008005.parquet,8,1053008005,aparecer
parquets/1034004003.parquet,4,1034004003,mapa
parquets/1010005003.parquet,5,1010005003,enemigo
parquets/1044004001.parquet,4,1044004001,arroz
parquets/1116008007.parquet,8,1116008007,DNI
parquets/1069007015.parquet,7,1069007015,deporte
parquets/1115007018.parquet,7,1115007018,repetí
parquets/1122008006.parquet,8,1122008006,biología
parquets/1045003005.parquet,3,1045003005,asado
parquets/1107007015.parquet,7,1107007015,profesor
parquets/1105007001.parquet,7,1105007001,z
parquets/1020008003.parquet,8,1020008003,dulce de leche
parquets/1022003001.parquet,3,1022003001,agua
parquets/1107008001.parquet,8,1107008001,profesor
parquets/1011001003.parquet,1,1011001003,hijo
parquets/1051010005.parquet,10,1051010005,gracias
parquets/1101007015.parquet,7,1101007015,v
parquets/1076007009.parquet,7,1076007009,universidad
parquets/1114008019.parquet,8,1114008019,¿Hay?/¿Tiene?
parquets/1016009002.parquet,9,1016009002,aprender
parquets/1022008005.parquet,8,1022008005,agua
parquets/1059008005.parquet,8,1059008005,comprar
parquets/1040004005.parquet,4,1040004005,paciencia
parquets/1005008004.parquet,8,1005008004,brillante
parquets/1031009003.parquet,9,1031009003,desayuno
parquets/1065008002.parquet,8,1065008002,estudiar
parquets/1048005005.parquet,5,1048005005,fideos
parquets/1020001001.parquet,1,1020001001,dulce de leche
parquets/1047009003.parquet,9,1047009003,chicle
parquets/1028006004.parquet,6,1028006004,donde
parquets/1094007018.parquet,7,1094007018,o
parquets/1116007006.parquet,7,1116007006,DNI
parquets/1031005003.parquet,5,1031005003,desayuno
parquets/1039004005.parquet,4,1039004005,nombre
parquets/1015010002.parquet,10,1015010002,nacer
parquets/1003007003.parquet,7,1003007003,verde
